Periodo,Entidad_Federativa,Sexo,Grupo_edad,Condicion_informalidad,Numero_personas
20210601,Colima,Hombre,25 A 44 AÑOS,Formal,62428
20210901,Colima,Hombre,25 A 44 AÑOS,Formal,62452
20200301,Colima,Hombre,25 A 44 AÑOS,Informal,32785
20200901,Colima,Hombre,25 A 44 AÑOS,Informal,37442
20210301,Colima,Hombre,25 A 44 AÑOS,Informal,40700
20210601,Colima,Hombre,25 A 44 AÑOS,Informal,33443
20210901,Colima,Hombre,25 A 44 AÑOS,Informal,39666
20200301,Colima,Hombre,45 A 64 AÑOS,Formal,36318
20200901,Colima,Hombre,45 A 64 AÑOS,Formal,36587
20210301,Colima,Hombre,45 A 64 AÑOS,Formal,37057
20210601,Colima,Hombre,45 A 64 AÑOS,Formal,38659
20210901,Colima,Hombre,45 A 64 AÑOS,Formal,33149
20200301,Colima,Hombre,45 A 64 AÑOS,Informal,30258
20200901,Colima,Hombre,45 A 64 AÑOS,Informal,26766
20210301,Colima,Hombre,45 A 64 AÑOS,Informal,28131
20210601,Colima,Hombre,45 A 64 AÑOS,Informal,27038
20210901,Colima,Hombre,45 A 64 AÑOS,Informal,31647
20200301,Colima,Hombre,65 AÑOS Y MAS,Formal,4940
20200901,Colima,Hombre,65 AÑOS Y MAS,Formal,3612
20210301,Colima,Hombre,65 AÑOS Y MAS,Formal,2808
20210601,Colima,Hombre,65 AÑOS Y MAS,Formal,4029
20210901,Colima,Hombre,65 AÑOS Y MAS,Formal,3831
20200301,Colima,Hombre,65 AÑOS Y MAS,Informal,8088
20200901,Colima,Hombre,65 AÑOS Y MAS,Informal,7660
20210301,Colima,Hombre,65 AÑOS Y MAS,Informal,6688
20210601,Colima,Hombre,65 AÑOS Y MAS,Informal,6890
20210901,Colima,Hombre,65 AÑOS Y MAS,Informal,8837
20200301,Colima,Mujer,15 A 24 AÑOS,Formal,7084
20200901,Colima,Mujer,15 A 24 AÑOS,Formal,5954
20210301,Colima,Mujer,15 A 24 AÑOS,Formal,7137
20210601,Colima,Mujer,15 A 24 AÑOS,Formal,8313
20210901,Colima,Mujer,15 A 24 AÑOS,Formal,8175
20200301,Colima,Mujer,15 A 24 AÑOS,Informal,17938
20200901,Colima,Mujer,15 A 24 AÑOS,Informal,15068
20210301,Colima,Mujer,15 A 24 AÑOS,Informal,15834
20210601,Colima,Mujer,15 A 24 AÑOS,Informal,18439
20210901,Colima,Mujer,15 A 24 AÑOS,Informal,16665
20200301,Colima,Mujer,25 A 44 AÑOS,Formal,39602
20200901,Colima,Mujer,25 A 44 AÑOS,Formal,31419
20210301,Colima,Mujer,25 A 44 AÑOS,Formal,38193
20210601,Colima,Mujer,25 A 44 AÑOS,Formal,38810
20210901,Colima,Mujer,25 A 44 AÑOS,Formal,48740
20200301,Colima,Mujer,25 A 44 AÑOS,Informal,33885
20200901,Colima,Mujer,25 A 44 AÑOS,Informal,28940
20210301,Colima,Mujer,25 A 44 AÑOS,Informal,33468
20210601,Colima,Mujer,25 A 44 AÑOS,Informal,34700
20210901,Colima,Mujer,25 A 44 AÑOS,Informal,34644
20200301,Colima,Mujer,45 A 64 AÑOS,Formal,18443
20200901,Colima,Mujer,45 A 64 AÑOS,Formal,18419
20210301,Colima,Mujer,45 A 64 AÑOS,Formal,24401
20210601,Colima,Mujer,45 A 64 AÑOS,Formal,27807
20210901,Colima,Mujer,45 A 64 AÑOS,Formal,23043
20200301,Colima,Mujer,45 A 64 AÑOS,Informal,27718
20200901,Colima,Mujer,45 A 64 AÑOS,Informal,23588
20210301,Colima,Mujer,45 A 64 AÑOS,Informal,27550
20210601,Colima,Mujer,45 A 64 AÑOS,Informal,24426
20210901,Colima,Mujer,45 A 64 AÑOS,Informal,27907
20200301,Colima,Mujer,65 AÑOS Y MAS,Formal,1117
20200901,Colima,Mujer,65 AÑOS Y MAS,Formal,707
20210301,Colima,Mujer,65 AÑOS Y MAS,Formal,939
20210601,Colima,Mujer,65 AÑOS Y MAS,Formal,1586
20210901,Colima,Mujer,65 AÑOS Y MAS,Formal,750
20200301,Colima,Mujer,65 AÑOS Y MAS,Informal,4951
20200901,Colima,Mujer,65 AÑOS Y MAS,Informal,3657
20210301,Colima,Mujer,65 AÑOS Y MAS,Informal,3913
20210601,Colima,Mujer,65 AÑOS Y MAS,Informal,3467
20210901,Colima,Mujer,65 AÑOS Y MAS,Informal,4467
20200301,Durango,Hombre,15 A 24 AÑOS,Formal,28151
20200901,Durango,Hombre,15 A 24 AÑOS,Formal,27341
20210301,Durango,Hombre,15 A 24 AÑOS,Formal,28122
20210601,Durango,Hombre,15 A 24 AÑOS,Formal,32397
20210901,Durango,Hombre,15 A 24 AÑOS,Formal,31689
20200301,Durango,Hombre,15 A 24 AÑOS,Informal,55929
20200901,Durango,Hombre,15 A 24 AÑOS,Informal,67206
20210301,Durango,Hombre,15 A 24 AÑOS,Informal,62219
20210601,Durango,Hombre,15 A 24 AÑOS,Informal,64599
20210901,Durango,Hombre,15 A 24 AÑOS,Informal,63833
20200301,Durango,Hombre,25 A 44 AÑOS,Formal,122454
20200901,Durango,Hombre,25 A 44 AÑOS,Formal,123578
20210301,Durango,Hombre,25 A 44 AÑOS,Formal,120295
20210601,Durango,Hombre,25 A 44 AÑOS,Formal,128339
20210901,Durango,Hombre,25 A 44 AÑOS,Formal,123667
20200301,Durango,Hombre,25 A 44 AÑOS,Informal,84890
20200901,Durango,Hombre,25 A 44 AÑOS,Informal,84463
20210301,Durango,Hombre,25 A 44 AÑOS,Informal,95754
20210601,Durango,Hombre,25 A 44 AÑOS,Informal,96245
20210901,Durango,Hombre,25 A 44 AÑOS,Informal,93839
20200301,Durango,Hombre,45 A 64 AÑOS,Formal,80356
20200901,Durango,Hombre,45 A 64 AÑOS,Formal,76867
20210301,Durango,Hombre,45 A 64 AÑOS,Formal,71560
20210601,Durango,Hombre,45 A 64 AÑOS,Formal,74536
20210901,Durango,Hombre,45 A 64 AÑOS,Formal,77857
20200301,Durango,Hombre,45 A 64 AÑOS,Informal,71470
20200901,Durango,Hombre,45 A 64 AÑOS,Informal,75929
20210301,Durango,Hombre,45 A 64 AÑOS,Informal,62763
20210601,Durango,Hombre,45 A 64 AÑOS,Informal,67311
20210901,Durango,Hombre,45 A 64 AÑOS,Informal,64848
20200301,Durango,Hombre,65 AÑOS Y MAS,Formal,6331
20200901,Durango,Hombre,65 AÑOS Y MAS,Formal,6735
20210301,Durango,Hombre,65 AÑOS Y MAS,Formal,8042
20210601,Durango,Hombre,65 AÑOS Y MAS,Formal,8088
20210901,Durango,Hombre,65 AÑOS Y MAS,Formal,8026
20200301,Durango,Hombre,65 AÑOS Y MAS,Informal,22484
20200901,Durango,Hombre,65 AÑOS Y MAS,Informal,24971
20210301,Durango,Hombre,65 AÑOS Y MAS,Informal,25585
20210601,Durango,Hombre,65 AÑOS Y MAS,Informal,22835
20210901,Durango,Hombre,65 AÑOS Y MAS,Informal,26085
20200301,Durango,Hombre,NO ESPECIFICADO,Formal,370
20200301,Durango,Hombre,NO ESPECIFICADO,Informal,397
20200901,Durango,Hombre,NO ESPECIFICADO,Informal,661
20210301,Durango,Hombre,NO ESPECIFICADO,Informal,211
20210601,Durango,Hombre,NO ESPECIFICADO,Informal,217
20210901,Durango,Hombre,NO ESPECIFICADO,Informal,452
20200301,Durango,Mujer,15 A 24 AÑOS,Formal,18478
20200901,Durango,Mujer,15 A 24 AÑOS,Formal,16663
20210301,Durango,Mujer,15 A 24 AÑOS,Formal,14990
20210601,Durango,Mujer,15 A 24 AÑOS,Formal,16718
20210901,Durango,Mujer,15 A 24 AÑOS,Formal,19249
20200301,Durango,Mujer,15 A 24 AÑOS,Informal,28967
20200901,Durango,Mujer,15 A 24 AÑOS,Informal,25449
20210301,Durango,Mujer,15 A 24 AÑOS,Informal,30330
20210601,Durango,Mujer,15 A 24 AÑOS,Informal,31727
20210901,Durango,Mujer,15 A 24 AÑOS,Informal,32563
20200301,Durango,Mujer,25 A 44 AÑOS,Formal,76395
20200901,Durango,Mujer,25 A 44 AÑOS,Formal,81068
20210301,Durango,Mujer,25 A 44 AÑOS,Formal,76857
20210601,Durango,Mujer,25 A 44 AÑOS,Formal,77524
20210901,Durango,Mujer,25 A 44 AÑOS,Formal,81186
20200301,Durango,Mujer,25 A 44 AÑOS,Informal,61886
20200901,Durango,Mujer,25 A 44 AÑOS,Informal,56557
20210301,Durango,Mujer,25 A 44 AÑOS,Informal,71817
20210601,Durango,Mujer,25 A 44 AÑOS,Informal,75414
20210901,Durango,Mujer,25 A 44 AÑOS,Informal,70817
20200301,Durango,Mujer,45 A 64 AÑOS,Formal,39980
20200901,Durango,Mujer,45 A 64 AÑOS,Formal,45276
20210301,Durango,Mujer,45 A 64 AÑOS,Formal,38927
20210601,Durango,Mujer,45 A 64 AÑOS,Formal,39305
20210901,Durango,Mujer,45 A 64 AÑOS,Formal,42651
20200301,Durango,Mujer,45 A 64 AÑOS,Informal,53290
20200901,Durango,Mujer,45 A 64 AÑOS,Informal,47155
20210301,Durango,Mujer,45 A 64 AÑOS,Informal,51227
20210601,Durango,Mujer,45 A 64 AÑOS,Informal,57279
20210901,Durango,Mujer,45 A 64 AÑOS,Informal,58327
20200301,Durango,Mujer,65 AÑOS Y MAS,Formal,2344
20200901,Durango,Mujer,65 AÑOS Y MAS,Formal,2384
20210301,Durango,Mujer,65 AÑOS Y MAS,Formal,2594
20210601,Durango,Mujer,65 AÑOS Y MAS,Formal,3112
20210901,Durango,Mujer,65 AÑOS Y MAS,Formal,3341
20200301,Durango,Mujer,65 AÑOS Y MAS,Informal,8690
20200901,Durango,Mujer,65 AÑOS Y MAS,Informal,6614
20210301,Durango,Mujer,65 AÑOS Y MAS,Informal,8374
20210601,Durango,Mujer,65 AÑOS Y MAS,Informal,8211
20210901,Durango,Mujer,65 AÑOS Y MAS,Informal,7942
20200301,Durango,Mujer,NO ESPECIFICADO,Formal,85
20210301,Durango,Mujer,NO ESPECIFICADO,Formal,90
20210601,Durango,Mujer,NO ESPECIFICADO,Formal,121
20210901,Durango,Mujer,NO ESPECIFICADO,Formal,127
20210301,Durango,Mujer,NO ESPECIFICADO,Informal,472
20210601,Durango,Mujer,NO ESPECIFICADO,Informal,448
20210901,Durango,Mujer,NO ESPECIFICADO,Informal,366
20200301,Estado de México,Hombre,15 A 24 AÑOS,Formal,197249
20200901,Estado de México,Hombre,15 A 24 AÑOS,Formal,214432
20210301,Estado de México,Hombre,15 A 24 AÑOS,Formal,200553
20200301,Estado de México,Hombre,15 A 24 AÑOS,Informal,447703
20200901,Estado de México,Hombre,15 A 24 AÑOS,Informal,342291
20210301,Estado de México,Hombre,15 A 24 AÑOS,Informal,407593
20200301,Estado de México,Hombre,25 A 44 AÑOS,Formal,974091
20200901,Estado de México,Hombre,25 A 44 AÑOS,Formal,974557
20210301,Estado de México,Hombre,25 A 44 AÑOS,Formal,958538
20200301,Estado de México,Hombre,25 A 44 AÑOS,Informal,1071787
20200901,Estado de México,Hombre,25 A 44 AÑOS,Informal,980923
20210301,Estado de México,Hombre,25 A 44 AÑOS,Informal,1036308
20200301,Estado de México,Hombre,45 A 64 AÑOS,Formal,625110
20200901,Estado de México,Hombre,45 A 64 AÑOS,Formal,684397
20210301,Estado de México,Hombre,45 A 64 AÑOS,Formal,721853
20200301,Estado de México,Hombre,45 A 64 AÑOS,Informal,867503
20200901,Estado de México,Hombre,45 A 64 AÑOS,Informal,733693
20210301,Estado de México,Hombre,45 A 64 AÑOS,Informal,781958
20200301,Estado de México,Hombre,65 AÑOS Y MAS,Formal,47253
20200901,Estado de México,Hombre,65 AÑOS Y MAS,Formal,49659
20210301,Estado de México,Hombre,65 AÑOS Y MAS,Formal,45956
20200301,Estado de México,Hombre,65 AÑOS Y MAS,Informal,171421
20200901,Estado de México,Hombre,65 AÑOS Y MAS,Informal,151961
20210301,Estado de México,Hombre,65 AÑOS Y MAS,Informal,135864
20200301,Estado de México,Mujer,15 A 24 AÑOS,Formal,109565
20200901,Estado de México,Mujer,15 A 24 AÑOS,Formal,86157
20210301,Estado de México,Mujer,15 A 24 AÑOS,Formal,99935
20200301,Estado de México,Mujer,15 A 24 AÑOS,Informal,269904
20200901,Estado de México,Mujer,15 A 24 AÑOS,Informal,198293
20210301,Estado de México,Mujer,15 A 24 AÑOS,Informal,207425
20200301,Estado de México,Mujer,25 A 44 AÑOS,Formal,681277
20200901,Estado de México,Mujer,25 A 44 AÑOS,Formal,647583
20210301,Estado de México,Mujer,25 A 44 AÑOS,Formal,645264
20200301,Estado de México,Mujer,25 A 44 AÑOS,Informal,755969
20200901,Estado de México,Mujer,25 A 44 AÑOS,Informal,576980
20210301,Estado de México,Mujer,25 A 44 AÑOS,Informal,625408
20200301,Estado de México,Mujer,45 A 64 AÑOS,Formal,345560
20200901,Estado de México,Mujer,45 A 64 AÑOS,Formal,336337
20210301,Estado de México,Mujer,45 A 64 AÑOS,Formal,337939
20200301,Estado de México,Mujer,45 A 64 AÑOS,Informal,550018
20200901,Estado de México,Mujer,45 A 64 AÑOS,Informal,419409
20210301,Estado de México,Mujer,45 A 64 AÑOS,Informal,488110
20200301,Estado de México,Mujer,65 AÑOS Y MAS,Formal,15582
20200901,Estado de México,Mujer,65 AÑOS Y MAS,Formal,14176
20210301,Estado de México,Mujer,65 AÑOS Y MAS,Formal,10687
20200301,Estado de México,Mujer,65 AÑOS Y MAS,Informal,106188
20200901,Estado de México,Mujer,65 AÑOS Y MAS,Informal,116606
20210301,Estado de México,Mujer,65 AÑOS Y MAS,Informal,80891
20210601,Estado de México_Preliminar,Hombre,15 A 24 AÑOS,Formal,164497
20210901,Estado de México_Preliminar,Hombre,15 A 24 AÑOS,Formal,174769
20210601,Estado de México_Preliminar,Hombre,15 A 24 AÑOS,Informal,470721
20210901,Estado de México_Preliminar,Hombre,15 A 24 AÑOS,Informal,508347
20210601,Estado de México_Preliminar,Hombre,25 A 44 AÑOS,Formal,1046995
20210901,Estado de México_Preliminar,Hombre,25 A 44 AÑOS,Formal,1063111
20210601,Estado de México_Preliminar,Hombre,25 A 44 AÑOS,Informal,997072
20210901,Estado de México_Preliminar,Hombre,25 A 44 AÑOS,Informal,1020862
20210601,Estado de México_Preliminar,Hombre,45 A 64 AÑOS,Formal,652229
20210901,Estado de México_Preliminar,Hombre,45 A 64 AÑOS,Formal,696208
20210601,Estado de México_Preliminar,Hombre,45 A 64 AÑOS,Informal,830144
20210901,Estado de México_Preliminar,Hombre,45 A 64 AÑOS,Informal,905971
20210601,Estado de México_Preliminar,Hombre,65 AÑOS Y MAS,Formal,62168
20210901,Estado de México_Preliminar,Hombre,65 AÑOS Y MAS,Formal,58199
20210601,Estado de México_Preliminar,Hombre,65 AÑOS Y MAS,Informal,184150
20210901,Estado de México_Preliminar,Hombre,65 AÑOS Y MAS,Informal,176145
20210601,Estado de México_Preliminar,Mujer,15 A 24 AÑOS,Formal,109927
20210901,Estado de México_Preliminar,Mujer,15 A 24 AÑOS,Formal,94407
20210601,Estado de México_Preliminar,Mujer,15 A 24 AÑOS,Informal,241456
20210901,Estado de México_Preliminar,Mujer,15 A 24 AÑOS,Informal,289237
20210601,Estado de México_Preliminar,Mujer,25 A 44 AÑOS,Formal,669795
20210901,Estado de México_Preliminar,Mujer,25 A 44 AÑOS,Formal,675189
20210601,Estado de México_Preliminar,Mujer,25 A 44 AÑOS,Informal,700424
20210901,Estado de México_Preliminar,Mujer,25 A 44 AÑOS,Informal,675100
20210601,Estado de México_Preliminar,Mujer,45 A 64 AÑOS,Formal,392931
20210901,Estado de México_Preliminar,Mujer,45 A 64 AÑOS,Formal,383668
20210601,Estado de México_Preliminar,Mujer,45 A 64 AÑOS,Informal,624799
20210901,Estado de México_Preliminar,Mujer,45 A 64 AÑOS,Informal,650898
20210601,Estado de México_Preliminar,Mujer,65 AÑOS Y MAS,Formal,23716
20210901,Estado de México_Preliminar,Mujer,65 AÑOS Y MAS,Formal,22311
20210601,Estado de México_Preliminar,Mujer,65 AÑOS Y MAS,Informal,105856
20210901,Estado de México_Preliminar,Mujer,65 AÑOS Y MAS,Informal,99077
20200301,Guanajuato,Hombre,15 A 24 AÑOS,Formal,114566
20200901,Guanajuato,Hombre,15 A 24 AÑOS,Formal,95250
20210301,Guanajuato,Hombre,15 A 24 AÑOS,Formal,88593
20210601,Guanajuato,Hombre,15 A 24 AÑOS,Formal,92642
20210901,Guanajuato,Hombre,15 A 24 AÑOS,Formal,107166
20200301,Guanajuato,Hombre,15 A 24 AÑOS,Informal,172549
20200901,Guanajuato,Hombre,15 A 24 AÑOS,Informal,202243
20210301,Guanajuato,Hombre,15 A 24 AÑOS,Informal,232981
20210601,Guanajuato,Hombre,15 A 24 AÑOS,Informal,237145
20210901,Guanajuato,Hombre,15 A 24 AÑOS,Informal,219754
20200301,Guanajuato,Hombre,25 A 44 AÑOS,Formal,401111
20200901,Guanajuato,Hombre,25 A 44 AÑOS,Formal,363927
20210301,Guanajuato,Hombre,25 A 44 AÑOS,Formal,379335
20210601,Guanajuato,Hombre,25 A 44 AÑOS,Formal,375652
20210901,Guanajuato,Hombre,25 A 44 AÑOS,Formal,373721
20200301,Guanajuato,Hombre,25 A 44 AÑOS,Informal,332862
20200901,Guanajuato,Hombre,25 A 44 AÑOS,Informal,336444
20210301,Guanajuato,Hombre,25 A 44 AÑOS,Informal,322253
20210601,Guanajuato,Hombre,25 A 44 AÑOS,Informal,320199
20210901,Guanajuato,Hombre,25 A 44 AÑOS,Informal,325519
20200301,Guanajuato,Hombre,45 A 64 AÑOS,Formal,195727
20200901,Guanajuato,Hombre,45 A 64 AÑOS,Formal,180962
20210301,Guanajuato,Hombre,45 A 64 AÑOS,Formal,204437
20210601,Guanajuato,Hombre,45 A 64 AÑOS,Formal,215852
20210901,Guanajuato,Hombre,45 A 64 AÑOS,Formal,203383
20200301,Guanajuato,Hombre,45 A 64 AÑOS,Informal,233556
20200901,Guanajuato,Hombre,45 A 64 AÑOS,Informal,247410
20210301,Guanajuato,Hombre,45 A 64 AÑOS,Informal,239866
20210601,Guanajuato,Hombre,45 A 64 AÑOS,Informal,263433
20210901,Guanajuato,Hombre,45 A 64 AÑOS,Informal,280551
20200301,Guanajuato,Hombre,65 AÑOS Y MAS,Formal,20389
20200901,Guanajuato,Hombre,65 AÑOS Y MAS,Formal,25837
20210301,Guanajuato,Hombre,65 AÑOS Y MAS,Formal,18474
20210601,Guanajuato,Hombre,65 AÑOS Y MAS,Formal,20826
20210901,Guanajuato,Hombre,65 AÑOS Y MAS,Formal,16534
20200301,Guanajuato,Hombre,65 AÑOS Y MAS,Informal,59129
20200901,Guanajuato,Hombre,65 AÑOS Y MAS,Informal,58137
20210301,Guanajuato,Hombre,65 AÑOS Y MAS,Informal,55704
20210601,Guanajuato,Hombre,65 AÑOS Y MAS,Informal,43753
20210901,Guanajuato,Hombre,65 AÑOS Y MAS,Informal,66082
20210301,Guanajuato,Hombre,NO ESPECIFICADO,Formal,131
20210601,Guanajuato,Hombre,NO ESPECIFICADO,Formal,256
20200301,Guanajuato,Hombre,NO ESPECIFICADO,Informal,645
20210301,Guanajuato,Hombre,NO ESPECIFICADO,Informal,131
20210901,Guanajuato,Hombre,NO ESPECIFICADO,Informal,549
20200301,Guanajuato,Mujer,15 A 24 AÑOS,Formal,87999
20200901,Guanajuato,Mujer,15 A 24 AÑOS,Formal,73612
20210301,Guanajuato,Mujer,15 A 24 AÑOS,Formal,74221
20210601,Guanajuato,Mujer,15 A 24 AÑOS,Formal,88559
20210901,Guanajuato,Mujer,15 A 24 AÑOS,Formal,79391
20200301,Guanajuato,Mujer,15 A 24 AÑOS,Informal,117756
20200901,Guanajuato,Mujer,15 A 24 AÑOS,Informal,93487
20210301,Guanajuato,Mujer,15 A 24 AÑOS,Informal,98669
20210601,Guanajuato,Mujer,15 A 24 AÑOS,Informal,110386
20210901,Guanajuato,Mujer,15 A 24 AÑOS,Informal,120019
20200301,Guanajuato,Mujer,25 A 44 AÑOS,Formal,274686
20200901,Guanajuato,Mujer,25 A 44 AÑOS,Formal,262344
20210301,Guanajuato,Mujer,25 A 44 AÑOS,Formal,254453
20210601,Guanajuato,Mujer,25 A 44 AÑOS,Formal,275297
20210901,Guanajuato,Mujer,25 A 44 AÑOS,Formal,270931
20200301,Guanajuato,Mujer,25 A 44 AÑOS,Informal,251861
20200901,Guanajuato,Mujer,25 A 44 AÑOS,Informal,222398
20210301,Guanajuato,Mujer,25 A 44 AÑOS,Informal,243283
20210601,Guanajuato,Mujer,25 A 44 AÑOS,Informal,258970
20210901,Guanajuato,Mujer,25 A 44 AÑOS,Informal,274238
20200301,Guanajuato,Mujer,45 A 64 AÑOS,Formal,100839
20200901,Guanajuato,Mujer,45 A 64 AÑOS,Formal,96486
20210301,Guanajuato,Mujer,45 A 64 AÑOS,Formal,110593
20210601,Guanajuato,Mujer,45 A 64 AÑOS,Formal,103532
20210901,Guanajuato,Mujer,45 A 64 AÑOS,Formal,105192
20200301,Guanajuato,Mujer,45 A 64 AÑOS,Informal,190779
20200901,Guanajuato,Mujer,45 A 64 AÑOS,Informal,179688
20210301,Guanajuato,Mujer,45 A 64 AÑOS,Informal,176816
20210601,Guanajuato,Mujer,45 A 64 AÑOS,Informal,202796
20210901,Guanajuato,Mujer,45 A 64 AÑOS,Informal,201345
20200301,Guanajuato,Mujer,65 AÑOS Y MAS,Formal,10974
20200901,Guanajuato,Mujer,65 AÑOS Y MAS,Formal,9192
20210301,Guanajuato,Mujer,65 AÑOS Y MAS,Formal,3108
20210601,Guanajuato,Mujer,65 AÑOS Y MAS,Formal,4516
20210901,Guanajuato,Mujer,65 AÑOS Y MAS,Formal,4905
20200301,Guanajuato,Mujer,65 AÑOS Y MAS,Informal,28348
20200901,Guanajuato,Mujer,65 AÑOS Y MAS,Informal,26876
20210301,Guanajuato,Mujer,65 AÑOS Y MAS,Informal,21699
20210601,Guanajuato,Mujer,65 AÑOS Y MAS,Informal,28054
20210901,Guanajuato,Mujer,65 AÑOS Y MAS,Informal,27205
20210301,Guanajuato,Mujer,NO ESPECIFICADO,Formal,875
20200301,Guanajuato,Mujer,NO ESPECIFICADO,Informal,269
20210601,Guanajuato,Mujer,NO ESPECIFICADO,Informal,1562
20210901,Guanajuato,Mujer,NO ESPECIFICADO,Informal,549
20200301,Guerrero,Hombre,15 A 24 AÑOS,Formal,20212
20200901,Guerrero,Hombre,15 A 24 AÑOS,Formal,22251
20210301,Guerrero,Hombre,15 A 24 AÑOS,Formal,18357
20210601,Guerrero,Hombre,15 A 24 AÑOS,Formal,16718
20210901,Guerrero,Hombre,15 A 24 AÑOS,Formal,15279
20200301,Guerrero,Hombre,15 A 24 AÑOS,Informal,153705
20200901,Guerrero,Hombre,15 A 24 AÑOS,Informal,177331
20210301,Guerrero,Hombre,15 A 24 AÑOS,Informal,155780
20210601,Guerrero,Hombre,15 A 24 AÑOS,Informal,151569
20210901,Guerrero,Hombre,15 A 24 AÑOS,Informal,168394
20200301,Guerrero,Hombre,25 A 44 AÑOS,Formal,107325
20200901,Guerrero,Hombre,25 A 44 AÑOS,Formal,103345
20210301,Guerrero,Hombre,25 A 44 AÑOS,Formal,98435
20210601,Guerrero,Hombre,25 A 44 AÑOS,Formal,106634
20210901,Guerrero,Hombre,25 A 44 AÑOS,Formal,94367
20200301,Guerrero,Hombre,25 A 44 AÑOS,Informal,285767
20200901,Guerrero,Hombre,25 A 44 AÑOS,Informal,300365
20210301,Guerrero,Hombre,25 A 44 AÑOS,Informal,265923
20210601,Guerrero,Hombre,25 A 44 AÑOS,Informal,272326
20210901,Guerrero,Hombre,25 A 44 AÑOS,Informal,276534
20200301,Guerrero,Hombre,45 A 64 AÑOS,Formal,63727
20200901,Guerrero,Hombre,45 A 64 AÑOS,Formal,49680
20210301,Guerrero,Hombre,45 A 64 AÑOS,Formal,64146
20210601,Guerrero,Hombre,45 A 64 AÑOS,Formal,66353
20210901,Guerrero,Hombre,45 A 64 AÑOS,Formal,71081
20200301,Guerrero,Hombre,45 A 64 AÑOS,Informal,174537
20200901,Guerrero,Hombre,45 A 64 AÑOS,Informal,175685
20210301,Guerrero,Hombre,45 A 64 AÑOS,Informal,179464
20210601,Guerrero,Hombre,45 A 64 AÑOS,Informal,217357
20210901,Guerrero,Hombre,45 A 64 AÑOS,Informal,201879
20200301,Guerrero,Hombre,65 AÑOS Y MAS,Formal,12943
20200901,Guerrero,Hombre,65 AÑOS Y MAS,Formal,8865
20210301,Guerrero,Hombre,65 AÑOS Y MAS,Formal,12452
20210601,Guerrero,Hombre,65 AÑOS Y MAS,Formal,15872
20210901,Guerrero,Hombre,65 AÑOS Y MAS,Formal,13252
20200301,Guerrero,Hombre,65 AÑOS Y MAS,Informal,73920
20200901,Guerrero,Hombre,65 AÑOS Y MAS,Informal,50478
20210301,Guerrero,Hombre,65 AÑOS Y MAS,Informal,47094
20210601,Guerrero,Hombre,65 AÑOS Y MAS,Informal,53496
20210901,Guerrero,Hombre,65 AÑOS Y MAS,Informal,77937
20210301,Guerrero,Hombre,NO ESPECIFICADO,Formal,132
20210901,Guerrero,Hombre,NO ESPECIFICADO,Formal,133
20210601,Guerrero,Hombre,NO ESPECIFICADO,Informal,124
20210901,Guerrero,Hombre,NO ESPECIFICADO,Informal,192
20200301,Guerrero,Mujer,15 A 24 AÑOS,Formal,11471
20200901,Guerrero,Mujer,15 A 24 AÑOS,Formal,11193
20210301,Guerrero,Mujer,15 A 24 AÑOS,Formal,10403
20210601,Guerrero,Mujer,15 A 24 AÑOS,Formal,9158
20210901,Guerrero,Mujer,15 A 24 AÑOS,Formal,11719
20200301,Guerrero,Mujer,15 A 24 AÑOS,Informal,77838
20200901,Guerrero,Mujer,15 A 24 AÑOS,Informal,72916
20210301,Guerrero,Mujer,15 A 24 AÑOS,Informal,73203
20210601,Guerrero,Mujer,15 A 24 AÑOS,Informal,95582
20210901,Guerrero,Mujer,15 A 24 AÑOS,Informal,79692
20200301,Guerrero,Mujer,25 A 44 AÑOS,Formal,69414
20200901,Guerrero,Mujer,25 A 44 AÑOS,Formal,71411
20210301,Guerrero,Mujer,25 A 44 AÑOS,Formal,80657
20210601,Guerrero,Mujer,25 A 44 AÑOS,Formal,85677
20210901,Guerrero,Mujer,25 A 44 AÑOS,Formal,75468
20200301,Guerrero,Mujer,25 A 44 AÑOS,Informal,213998
20200901,Guerrero,Mujer,25 A 44 AÑOS,Informal,178256
20210301,Guerrero,Mujer,25 A 44 AÑOS,Informal,184261
20210601,Guerrero,Mujer,25 A 44 AÑOS,Informal,173132
20210901,Guerrero,Mujer,25 A 44 AÑOS,Informal,181874
20200301,Guerrero,Mujer,45 A 64 AÑOS,Formal,47119
20200901,Guerrero,Mujer,45 A 64 AÑOS,Formal,38904
20210301,Guerrero,Mujer,45 A 64 AÑOS,Formal,43759
20210601,Guerrero,Mujer,45 A 64 AÑOS,Formal,65589
20210901,Guerrero,Mujer,45 A 64 AÑOS,Formal,42690
20200301,Guerrero,Mujer,45 A 64 AÑOS,Informal,142041
20200901,Guerrero,Mujer,45 A 64 AÑOS,Informal,115904
20210301,Guerrero,Mujer,45 A 64 AÑOS,Informal,127694
20210601,Guerrero,Mujer,45 A 64 AÑOS,Informal,146147
20210901,Guerrero,Mujer,45 A 64 AÑOS,Informal,154149
20200301,Guerrero,Mujer,65 AÑOS Y MAS,Formal,3120
20200901,Guerrero,Mujer,65 AÑOS Y MAS,Formal,2183
20210301,Guerrero,Mujer,65 AÑOS Y MAS,Formal,4194
20210601,Guerrero,Mujer,65 AÑOS Y MAS,Formal,3167
20210901,Guerrero,Mujer,65 AÑOS Y MAS,Formal,2864
20200301,Guerrero,Mujer,65 AÑOS Y MAS,Informal,35392
